UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
30883,75835,Holiday,3-4-2020,"Coronavirus Survive in Your Refrigerator use 70% alcohol or #soap and water



#Lysol= is a known carcinogen and has been shown to cause blindness in humans.Mar 9, 2020

#KAG #KAG2020 #MAGA #WWG1WGA #Resist 

#COVID19 #CoronavirusUSA #coronavirus 



https://t.co/gBuepylykk",2
30884,75836,exo  rv  kris wu,3-4-2020,Jeff Bezos donated 100 million 0 08 of his 120 billion to a U S food bank to help with the spike in demand due to the pandemic Meanwhile Amazon workers worldwide are protesting for hazard pay and protective gear,1
30885,75837,"Seeking Justice, IL",3-4-2020,Are you struggling to pay your home mortgage due to the economic fallout of Here s how to get help My latest for,1
30886,75838,"Kampala, Uganda",3-4-2020,"I stocked food during panic shopping over covid-19, now reality has hit home. 

Time to fix a quick meal of which I have no idea of. All I know is that, I have chicken &amp; rice in the fridge. Any quick insights? 



Money heist is waiting.",0
30887,75839,,3-4-2020,U S dairy farmers dump milk as pandemic upends food markets even as there is a demand,1
30888,75840,"London, England",3-4-2020,  Americas April 2   Factbox prices rally   response could limit demand upside from fuel switching   Podcast Shades of the past for,1
30889,75841,,3-4-2020,Read our daily update on our how we re supporting food redistribution organisations with a  3 25 million fund to help redistribute up to 14 000 tonnes of surplus stock during the coronavirus outbreak and reduce food waste,3
30890,75842,#WorldNews #HighAlert411,3-4-2020,As puts online shopping into overdrive workers and warehouse communities are demanding stronger environmental health protections and increased corporate responsibility,3
30891,75843,"Holon, Israel",3-4-2020,In line for the supermarket Israelis are stepping it up,2
30892,75844,#AuditTheFed,3-4-2020,Over purchased panic buys such as food and toilet paper should not be allowed to be returned you prevented others from having a supply now face your decisions it s not our problem rent is due or that your family is hungry,1
30893,75845,"Austin, TX",3-4-2020,Food banks amp pantries across the US are reporting unprecedented demand plummeting donations from retailers and a fall in personnel due to the crisis I ve been in this business over 30 years and nothing compares to what we re seeing now,0
30894,75846,Not in the EU.   ,3-4-2020,"@thatguyuk @Kent_Online Could of got the virus whilst out shopping, the bigger issue is how many people he came into contact with whilst delivering food. #coronavirus",2
30895,75847,Ireland,3-4-2020,Paul Reid sounds and talks like a failing supermarket manager Ex FG TD George Lee spinning like crazy Doesn t inspire confidence,4
30896,75848,"Alabama, USA",3-4-2020,My online shopping has gotten worse due to this covid-19,1
30897,75849,"Charleston, SC",3-4-2020,"Surging gas prices will help the energy industry.

Hey! Wait a minute!

It will raise gas prices!

What are we?

Chopped liver?



@realDonaldTrump is clueless.

#CoronaVirus 

@cspanwj

#Congress 

#VoteBlue   

 #GrifterInChief 

@SpeakerPelosi

#humor

@FoxNews",3
30898,75850,,3-4-2020,It would be bad enough if companies charged full price for and during but what they re doing is far worse raising prices to sell to the highest bidder during a national emergency Such companies aren t just greedy they re also anti American,0
30899,75851,The FLO$$/HowardU,3-4-2020,Email Howard University Demand food service workers receive full pay and health benefits while laid off during COVID 19,3
30900,75852,,3-4-2020,"'This is just so anti-consumer': @SouthwestAir early-boarding fee policy reversed after #coronavirus backlash

https://t.co/7lysK0EgXi via @usatoday",1
30901,75853,"Dallas, TX",3-4-2020,  Coronavirus Lockdown amp Hiring a Locksmith   Everything you need to know about hiring a locksmith during the   What locksmith hours are during Lockdown   If Prices have changed   If Call Out Charges are higher,1
30902,75854,SAN GABRIEL VALLEY ,3-4-2020,and the real estate market A new report by Costar found LA rental prices particularly for newer apartments appear to be on the way down Are you a renter Anyone experiencing the drop Reach out to me please,3
30903,75855,"Arizona, USA",3-4-2020,"As workers face an uncertain future during the COVID-19 quarantine, food banks across Arizona plan to face unprecedented demand. 



Here's what you can do to help ease the burden. https://t.co/ZCj5DAncxQ",1
30904,75856,"Eunice, Louisiana",3-4-2020,Oil and gas jobs are at risk because 1 the hurt demand and 2 Russia and Saudi Arabia are fighting like kids in the backseat of a minivan It s time for that spat to stop so we can stabilize prices and save jobs,0
30905,75857,Here,3-4-2020,America is predominantly a service based economy Nobody is spending money during pandemic Only thing that will bring back jobs is smashing the curve amp restoring consumer confidence We must defeat invisible menace now,1
30906,75858,,3-4-2020,Breaking news. #Coronavirus: New supermarket workers share their stories,3
30907,75859,,3-4-2020,"@MiamiDadeCounty standing of line to get groceries outside a supermarket put people more at risk than being in and out of the store. You are creating a public health hazard. Think before you act. People are standing close in lines, sneezing on each other.",2
30908,75860,USA,3-4-2020,Italy s outbreak is two weeks ahead of Britain s and its property market is similar to ours Here s what we can learn  ,2
30909,75861,"Lexington, KY",3-4-2020,"i never realized how much my face itched at the grocery store before the #COVID19Pandemic.

#CoronavirusPandemic #Covid_19 #COVID19",2
30910,75862,"Adelaide, South Australia",3-4-2020,"It has been revealed the @AdelaideAirport COVID-19 cluster has spread further into the community at a McDonalds, a pharmacy and a supermarket. The latest in 7NEWS at 6pm. https://t.co/UdtW9QGtuG @AndreaLNicolas #Coronavirus #7NEWS https://t.co/V8JQ3FXdWN",2
30911,75863,On My Ebony Journey,3-4-2020,The National Guard arrived to help distribute supplies at the Greater Pittsburgh Food Bank after 800 families lined up for emergency distribution on Monday Across the country food banks experiencing increased demand fear shortages reports,1
30912,75864,"Sioux Falls, SD",3-4-2020,"Despite the uncertainty surrounding COVID-19, people are still shopping online. Its more important than ever to be digitally active. Heres why!

https://t.co/V8ZPJH7xK6",4
30913,75865,1021|Msawuden ,3-4-2020,No lockdown for food supply app is still trading and going strong COVID 19 has significantly increased local demand especially for staple foods,3
30914,75866,New Zealand,3-4-2020,The pump prices for petrol and diesel continue to slide following uncertainty caused by the pandemic,1
30915,75867,,3-4-2020,5 Human beings are opportunistic amp despicable no matter their socioeconomic position when prices are rising 6 Oil is worthless in a society without consumption 7 The planet regenerates quickly without humans into play 8 We can survive without junk food,0
30916,75868,,3-4-2020,Helpful tips to prevent 19 from entering your house Me and my ate our border went to supermarket yesterday When we re home before entering the main door we asked mom to prepare the ff 1 Pail of water with disinfectant zonrox 70 alcohol,4
30917,75869,"Mississauga, Ontario",3-4-2020,"Hey @realDonaldTrump I found another way for you to make more money better than #N95masks 

? #NintendoSwitch console, price is surging in #Canada

Prices are between $500 to $600

All sold out

#COVID2019",3
30918,75870,"London, England",3-4-2020,Just a thought if you think a good idea let s add a tip to each shop to show appreciation for the workers I know I d happily do so,4
30919,75871,,3-4-2020,"'COVID-19, spread to every state in the U.S. in March and drove governments in 38 states to direct nearly 300 million people to stay homeforcing businesses across the country to close and lay off or furlough workers.



-U voted him in -  https://t.co/WHemFkoGfd",2
30920,75872,Hong Kong,3-4-2020,Another wave of panic buying seems to have begun in Hong Kong after news on the food crisis in the wake of the outbreak starts to circulate online Several retailers have told me that they don t have staple food like flour and rice in stock for some time,0
30921,75873,,3-4-2020,what did you expect in such a crisis and panic the whole world went through cuz of the pandemic COVID 19 U should be grateful to the people amp government that provided decent shelter and food to you Now we ask you one thing in return Go back to your country Syria  ,0
30922,75874,205,3-4-2020,"I have an online shopping problem and the fact that COVID-19 has all these companies throwing major deals &gt;&gt;&gt;&gt;

Somebody needs to freeze my accts ???????????",3
30923,75875,India,3-4-2020,The outlook revision factors in the risk of sharply lower commodity prices of Brent zinc and aluminium in FY21 in the wake of pandemic reports,1
30924,75876,gravyard  ,3-4-2020,A supermarket in Denmark comes with a novel idea to stop people from hoarding hand sanitizers,3
30925,75877,,3-4-2020,Bannon We re a consumer driven economy If you have permanent demand destruction you have a very different econ on the other side of this That s why you ve got to crush this  ,0
30926,75878,"Florence, Tuscany",3-4-2020,Today in your dough related news German supermarket chain Aldi is sending special trains to Italy to make sure Germany has enough pasta to get through the pandemic reports  ,4
30927,75879,NC,3-4-2020,Trump keeps saying gas prices are what there were in 1950 s Not true Price of gas in 1950 1970 was about 30 cents per gallon Average Gas Prices in the U S Through History TitleMax,1
30928,75880,,3-4-2020,Some of the Chinese companies who are claiming to be doing so much good for mankind have taken prices up two three four or even 10 times what it was before Australian surgical glove maker,3
30929,75881,"Wabasso, Florida",3-4-2020,"Man Films Himself Allegedly ""Spreading Coronavirus"" At A Supermarket + Lady Touching All Laptop &amp; Gets Confronted... #Coronavirus #COVID19 #Grocery #Store #Market



No where is safe wherever there's humans around... https://t.co/JIjIGhslyL",2
30930,75882,location not found.,3-4-2020,India If you don t know what to speak for measure Watch PM speech currently ongoing Implementation of e Learning in the schools Ambassadors to encourage social distancing Enough Food stock,3
30931,75883,YouTube: EG EdmGamer,3-4-2020,When going to the grocery store is the highlight of your week 19,3
30932,75884,"Hisar, India",3-4-2020,For every 1 dollar change the company s revenues are impacted by Rs 4 400 4 500 crore annually,2
30933,75885,,3-4-2020,also play a role in limiting the spread of Meet Pepper a that s placed in a famous German supermarket in order to remind people about the safety precautions and shopping ethics MT,4
30934,75886,??????,3-4-2020,US President Donald will meet with CEOs from major energy companies Friday at the White House to discuss falling prices due to collapsing demand during the outbreak,1
30935,75887,Lebanon,3-4-2020,prices suffered their worst decline in decades in March after and failed to reach a deal on output cuts amid the ongoing 19 crisis,0
30936,75888,???? ?? ?? ???? ,3-4-2020,Hunger in U S Just as demand has surged donations from local grocers amp supermarkets have plummeted many have little inventory left over to donate About 2 3rd of banks surveyed n US have experienced a decline in food donations,1
30937,75889,"Harlem, New York",3-4-2020,How post offices are handling the coronavirus online shopping boom - Vox https://t.co/1tpbTJb7a6,2
30938,75890,??? ?.?.?,3-4-2020,"The only #COVID2019 info people need is that they must socially distance,keep away from people,for their own and others safety

What today I saw while going to grocery store was really disappointed, govt is doing everything for their safety. But they are not responsible citizens",1
30939,75891,"Preston, England",3-4-2020,1st day back workin at supermarket yesterday and its nice to see majority of folk are taking this seriously. Others are mongs like the man who handed me a £20 note he was holding in between his lips #coronavirus #SocialDistanacing,3
30940,75892,"Lethbridge, Alberta",3-4-2020,Praying for all those who are going to work each day in jobs that are keeping our daily lives going From delivery drivers to cleaners to supermarket workers you are all heroes I pray you stay safe and know how much you are valued,4
30941,75893,"Athens, Greece",3-4-2020,Increased border controls and the stoppage of daily activities are affecting the supply and prices of fruits and vegetables in Europe,3
30942,75894,,3-4-2020,Bannon We re a consumer driven economy If you have permanent demand destruction you have a very different econ on the other side of this That s why you ve got to crush this Listen amp watch  ,0
30943,75895,,3-4-2020,When push comes to shove the pandemic has taught us that jobs which we thought were not important are actually most important Today being a doctor nurse food seller supermarket clerk are more important than being a millionaire,1
30944,75896,Australia,3-4-2020,After shopping at supermarket checked docket that usually shows saved Suddenly that s missing   We re getting ripped off during  ,3
30945,75897,Senior Club in the City #Everton,3-4-2020,Is it safe to be receiving delivery packages and should you even be shopping for non essential items online,3
30946,75898,"Pennsylvania, USA",3-4-2020,The fact that we are debating paying essential workers grocery store hardware Walmart Amazon farmers FedEx Instacart a livable wage with healthcare benefits when they are LITERALLY risking their lives to keep up fed is shithole country territory,3
30947,75899,"Dallas, TX, U.S.A",3-4-2020,Oil Prices OPEC to hold emergency meeting with Russia others on output cut,1
30948,75900,"Nittany Nation, USA",3-4-2020,"Can someone tell me where all these people in the supermarket are getting these fancy, upscale hospital face masks? They seem to have no shame wearing them either, knowing healthcare workers may not even have access to the same mask! ??? #Coronavirus #MaskMystery #Masks #mask",0
30949,75901,"Fareham, England",3-4-2020,Day 15 of my video diary Frustrated with online Tried no luck then hmm How are YOU managing comrade high riskies,1
30950,75902,,3-4-2020,We see team medical profs 1st responders truckers farmers grocery store workers FEMA National Guard doing all humanly possible to fight 19 We also see Pelosi Schiff slap them all in the face w another absurd commission Esp considering  ,1
30951,75903,"East Midlands, England",3-4-2020,Is it totally necessary for whole familys to go to the supermarket? ???????????????#socialdistancing #coronavirus Im glad to get some me time for an hour ?,3
30952,75904,Mordor,3-4-2020,Touch screen pens protect those on the front line I have given one of these to the person on the Self checkout tills at the local supermarket Now they don t have to touch the screens with their hands I have also kept one for myself Keep safe,4
30953,75905,Cincinnati-ish,3-4-2020,If they re needing to clean out their freezers to stock up on extra food supplies and they re noticing that they have that excess breast milk we can accept milk until their infant is two years old via,4
30954,75906,Hell,3-4-2020,BREAKING companies including agree to halt debt collection lawsuits during crisis after consumer advocates publicly called for a stop to harmful practices,0
30955,75907,"Limerick, Ireland ??",3-4-2020,"Anyone else paranoid as fuck in a supermarket with everyone avoiding you..?? ??



#COVID19 #COVID19ireland #Lockdown #Ireland #CoronaVirus #COVID19Pandemic",0
30956,75908,USA,3-4-2020,"""With 3D Printer, N.Y. Hospital Converts Sleep Apnea Machines Into Ventilators""

https://t.co/khtewg5ExJ

#coronavirus",2
30957,75909,,3-4-2020,During a crisis scammers are rife Do not give your money to people claiming to have a cure for There is none Do not give your personal details to anyone giving away supermarket vouchers They will wipe your bank account clean before you make it to the shop,2
30958,75910,#USA,3-4-2020,We see team medical profs 1st responders truckers farmers grocery store workers FEMA National Guard doing all humanly possible to fight 19 We also see Pelosi Schiff slap them all in the face w another ridiculous commission esp considering  ,1
30959,75911,"Sydney, New South Wales",3-4-2020,Agree with just heard about an incident up the road at my local where a customer deliberately coughed on staff saying they had The crap that supermarket workers have to put up with in normal times is bad enough,1
30960,75912,Canada/USA,3-4-2020,Why empty shelves don t mean we re out of food How Canada s supply chain works Shoppers are facing empty shelves at some stores due to unprecedented demand for food and other goods even as grocers assure Canadians coping with the COVID 19 outbreak that pl,1
30961,75913,"Hudson, NC ",3-4-2020,  NEWS     Government Needs to Step In Across US Report Unprecedented Demand and Shortages as Ravages,1
30962,75914,5th Generation TEXAN,3-4-2020,"I knew it! The #coronavirus was started by the food delivery services. We need to check to see how many @GOP members have bought stock in them. 



This situation called for levity &amp; brevity.



#FridayThoughts #TrumpPandemic #TrumpLiesPeopleDie 

https://t.co/guX2cMXQyC",2
30963,75915,"Madison/Dane County, WI",3-4-2020,"I appreciate how resilient our local food system is and that we are able to keep delivering the food that people need even in tough times, said Mayor Rhodes-Conway. Food banks are ramping up operations due to demand from COVID-19: https://t.co/mTf4gBIAbI @WiStateJournal https://t.co/VT5EDX5wth",3
30964,75916,"Barcelona, España",3-4-2020,"""To provide understanding during this uncertain time, we are monitoring the impact of #coronavirus on #online #consumer behaviors.""

Contentsquare https://t.co/zjS13vMgWE",1
30965,75917,Farms across the U.S. & Canada,3-4-2020,"Independent farmers are STILL getting sidelined in federal COVID-19 relief. If you care about farmers (or eating food), now's the time to demand action!!



??Sign &amp; share our petition: https://t.co/Qc4i3I61FB 



?Learn more: https://t.co/kz7SmgZeLr https://t.co/4xUCkv0FF0",4
30966,75918,South side VA,3-4-2020,"@AlexanderWidrow @Mcphie00 Stay in the city!  Help will come.?



Under such circumstances, Don't go rambling out in the countryside in places you're not known or not supposed to be ... there, Covid-19 is the least of your worries!



Stock up on drie",2
30967,75919,"Accra, Ghana",3-4-2020,The rapid spread of the coronavirus pandemic worldwide has squashed diamond miners  hopes of a recovery in a sector that has been severely hit by weak prices and demand since 2018,1
30968,75920,"Lufkin, TX",3-4-2020,During a or stay at home order you may buy more canned foods than you normally would   Use these tips to stock up cut down on trips to the supermarket and add canned goods to meals,1
30969,75921,"Ibadan, Nigeria",3-4-2020,"@zoomupyourlife @PeterPsquare please am a student and I need cash to stock food stuff in this COVID-19 period 

0169061211 Gtbank

SAMUEL",3
30970,75922,France,3-4-2020,"Corona beer producer halts brewing over virus



https://t.co/2yVMOERKZW https://t.co/Rczgs2UBqP",2
30971,75923,Offices worldwide,3-4-2020,#NewMexicos sustainable farmers have fresh produce but less customers. Food banks are facing a decrease in donations and a large increase in demand. So AFSC NM launched a Farm to Foodbank program to fill the gap. Read more: https://t.co/rVeJOssZtu,4
30972,75924,"Washington, DC",3-4-2020,Forsyth County DA Jim O'Neill say he's confident about winning the N.C. attorney general's job in the November election https://t.co/IYCCd29Nx8 via @JournalNow,4
30973,75925,"Stoneleigh Park, Warwickshire",3-4-2020,Pig prices were up this week at 163 39p kg amp the supply chain is coping well with esp considering the shift in demand away from into supermarkets Other gd news is that ports are opening in China So let s keep a positive outlook as we,4
30974,75926,Global,3-4-2020,#APCOInsights @thedatadump joined @QSRmagazines Fast Forward Podcast to discuss consumer expectations for quick-serve restaurants during the #coronavirus pandemic and our latest #COVID19 research. Listen to the interview here: https://t.co/OtnyfRdFg8,2
30975,75927,,3-4-2020,@AustineOBrian @imSouravMajumdr @Reuters God did NOT hide Covid-19. I had told people close to me from the last quarter of last year to stock up on food and water. What I perceived was a national event.  Others as far back as 2015 had word about China in ,3
30976,75928,Pakistan,3-4-2020,BREAKING Germany s Biggest Department Store Files for Insolvency Victim of COVID 19 Collapse via,0
30977,75929,"Punjab, India",3-4-2020,"The coronavirus pandemic has slowed down the economy as well as the consumer buying behaviour, so if you are thinking to start a business right now it might won't work. So this is the exact right time to start an online network ??

#COVID2019 #pandemic #CoronaLockdown #StayHome",4
30978,75930,Tchad,3-4-2020, #Chad    Through the Global Information amp Early Warning System on food and agriculture monitors global food supply amp demand  Read to learn more about food security in Chad amp Covid 19 governmental measures  ,1
30979,75931,,3-4-2020,"@APOSTLESULEMAN I can't say it all ... Just consider the covid-19 pandemic outbreak 

I need to stock up for food I beg any amount

1130593481

Polaris Bank

Adebis Abass M

Thanks",3
30980,75932,Nigeria,3-4-2020,"With respect to the ongoing covid-19 pandemic, most of us depend on the internet for a lot of things. I am pleading for data prices to be reduced by telecommunication companies in Nigeria. Please retweet till Lai Mohammed and people who can help sees this.  #LaCasaDePapel4",4
30981,75933,"Yola, Nigeria",3-4-2020,will impose up to 500 000 in penalties against commercial establishments and pharmacies that unnecessarily increase prices of food products and medicines or hoard essential items amid the pandemic,2
30982,75934,Gurgaon,3-4-2020,Some great responses my next one What are the expectations of your consumer in the current crisis How are you engaging with them husain Ray C 19,3
30983,75935,England,3-4-2020,"Shopping in a supermarket now replicates what squaddies have to experience in Army stores



""One at a time!""

""Stand behind the line!""

""You can't have that!""



It's only a matter of time before we have to sign for our bogroll.



#coronavirus",2
30984,75936,"Los Angeles, CA",3-4-2020,With 3D Printer N Y Hospital Converts Sleep Apnea Machines Into Ventilators 19,2
30985,75937,,3-4-2020,"Corona virus safety tips #1. Regularly and thoroughly wash your hands with soap and water. Stay safe, stay healthy!!!

#staysafe

#healthtips

#coronavirus

#acesupermarket

#aceeatery

#acelounge

#acefamily

#Ibadan #Oyo #Ogbomoso #Ilorin

#Osogbo #Ileife #Ijebuode #Abeokuta https://t.co/KoZQ0e9oyy",4
30986,75938,Ibadan,3-4-2020,"Lockdown: See Full List Of Temporary Markets In Your Area Where You Can Buy At Cheap Prices

https://t.co/UjYfg2ztSR

@Princemkb1 

@raskytwitty 

#MoneyHeist4 

#COVID19Pandemic 

#StayHomeSaveLives",2
30987,75939,India,3-4-2020,My next one Who is more important for you right now from communications perspective in order of priority consumer employee or govt authorities husain Ray C 19,3
30988,75940,"England, United Kingdom",3-4-2020,are recruiting support volunteers to help people in need during this unprecedented time Tasks could include reaching out with information dog walking calling lonely people picking up shopping or posting mail Sign up online,3
30989,75941,Sheffield,3-4-2020,"With the ongoing situation in regards to #Covid-19, more and more people are using online shopping. 



Amazon have set up #AmazonSmile so that while you do your online shopping, you can support a charity of your choice! Find out more here ?https://t.co/Dn5qccKepd https://t.co/lkmSEpUb1D",4
30990,75942,"Kigali, Rwanda 2020",3-4-2020,"Drones have been implemented in Chinas battle against the #covid19 outbreak. #UAS #tech was used to spray disinfectant in public spaces, to deliver medical samples and to deliver consumer goods to their citizens. 



https://t.co/zwrC5yaThE



#coronavirus #pandemic #techforgood https://t.co/L4OCynppzP",1
30991,75943,"Pittsburgh, Glasgow, Lima",3-4-2020,"What is there for travel #ecommerce players to learn from fraud perspective as online shopping witnesses a surge owing to the #coronavirus pandemic? 



https://t.co/znDea57Gx2



@Riskified #payments #fraudprevention

#dataanalytics #giftcards 

#machinelearning 

#airlines https://t.co/YTDVD0brj1",1
30992,75944,"Indore, India",3-4-2020,1 in 5 rated APAC companies have high exposure to disruptions and are sensitive to shifting consumer demand and travel restrictions Another 36 has a moderate potential for implications to their credit quality or ratings,1
30993,75945,Dubai,3-4-2020,"Benchmark #Brent crude oil futures rose as high as $33.37 a barrel on rising hopes of a new global deal to cut global crude supply.



https://t.co/YX1hQZjU7c",0
30994,75946,Houston,3-4-2020,"Asia petrochemical shares mixed on virus fears; oil reverses early losses

#ICIS #coronavirus #COVID19 #Asia #petrochemicals #crude #oil #prices #supply #energy #chemicals https://t.co/KTCG0VXNCi",1
30995,75947,Houston,3-4-2020,"Europe chem prices crash, 32% of refinery capacity restricted, offline

#ICIS #coronavirus #COVID19 #Europe #chemicals #prices #refinery #oil #ethylene #propylene #benzene https://t.co/Xk4FK0CPwh",0
30996,75948,Houston,3-4-2020,"US-listed shares of chemical companies fell even as oil prices rose for the second day on the prospect that the world's major oil producers could reach a deal to limit output.

https://t.co/WgEk14oatj

#petchemindustry #petrochemicals #stockmarket #oilcrash #covid19 #coronavirus",3
30997,75949,Houston,3-4-2020,"Asia petrochemical makers recalibrate output amid pandemic-hit demand

#ICIS #coronavirus #COVID19 #petrochemicals #demand #crude #prices #feedstock #chemicals https://t.co/40BoME6sBB",1
30998,75950,Maryland,3-4-2020,Reminder The Maryland Insurance Administration remains fully operational during the emergency If you would like to file an insurance complaint please use our online portal,2
30999,75951,"Media One Hotel, Dubai",3-4-2020,"Gold prices continue to surge as #Coronavirus cases increase, along with investors interests to purchase this commodity.



#goldprice #COVID19Pandemic https://t.co/tjbGRYlxsn",3
31000,75952,GURGAON,3-4-2020,"@Spencers_Retail @RP_SanjivGoenka #Covid_19  Dear Spencer ,I, thank your store Person and the excelent service provided in these terible days,As we all have been observing spikes in infected case of Covid-19 specialy the Manager Mr Mrigendu&amp;Team fromS",3
31001,75953,Hackney,3-4-2020,FT reports in response to Online prices of goods rose 1 1 in week to 29 March with cough amp cold medication by 10 7,2
31002,75954,Motorway City of the 1990s,3-4-2020,Another 19 related death A grocery store owner died from cumming to death when he saw his monthly sales reports for March,0
31003,75955,,3-4-2020,@Ksheebah1 @HolicPads Since we are facing this crisis of #coronavirus have you reduced the prices or giving them out for free??,2
31004,75956,"Barcelona, Spain",3-4-2020,"The #ElectricityMarkets prices fell in March due to the #coronavirus crisis. The drop in demand due to the measures taken to contain the #COVID19 and the drop in #gas and #CO2 prices are the main causes of this decline.

#EnergyForecasting



https://t.co/BLlYupd7FX",0
31005,75957,"Barcelona, Spain",3-4-2020,"4/ Fall in #ElectricityMarkets prices in march due to the #coronavirus crisis

https://t.co/BLlYupd7FX",0
31006,75958,"New York, NY",3-4-2020,Hunger in the U S is rising While food banks amp pantries do their best to increase output donations amp volunteerism pose a major challenge as each day passes Hear from the those on the frontlines about the reality of hunger in the U S during,3
31007,75959,London,3-4-2020,"I wonder how soon before we turn to a barter economy. for instance, I'd swap some loo roll and some hand sanitizer in exchange for an online shopping slot for my parents. #coronavirus #CoronavirusLockdownUK #coronavirus",3
31008,75960,,3-4-2020,Due to the economic setbacks of COVID 19 Food Banks are seeing over a 100 increase in demand this month When you shop TEAM HUMAN 100 of the profits will go directly to a food bank Plus you ll need something to wear to your next Zoom Meeting,3
31009,75961,New York,3-4-2020,"If you buy something from a store, consider setting up and using Applepay or Googlepay on your phone.



Using contactless payment can help reduce the risk of transmission for you and anyone who comes in contact with retail payment terminals.



#COVID19 #coronavirus https://t.co/mamJhBviHU",3
31010,75962,"London, United Kingdom",3-4-2020,gt What is going on in the UK drugs market in light of the Coronavirus gt Have prices gone up gt Have deals got smaller gt Are there more adulterated drugs gt Are new drugs appearing gt Are people shifting to alternative substances,4
31011,75963,"Southbourne, Bournemouth",3-4-2020,And people still think its ok to play football in the park or take the family to the supermarket. #StayHome #StayHomeSaveLives #coronavirus https://t.co/Y3rgNQSM4D,3
31012,75964,United Kingdom ,3-4-2020,"sending 1.3bn Ppl into a sudden panic, stranding 40m migrant workers &amp; jeopardising the livelihood of 120m day laborers is not how responsible govts work, these are the machinations of a failed paranoid leadership.

#coronavirus #coronavirusindia  

https://t.co/Yi4nvlaF3c",0
31013,75965,,3-4-2020, I expect that we will still have food to provide What I don t know is will we have ENOUGH food to provide   Greater Pittsburgh Community Food Bank says demand has increased 5fold amidst the People wait outside each day Your donations are critical WATCH,3
31014,75966,"Long Island, NY",3-4-2020,The payment data provided by state officials shows just how much the shortage of key medical equipment is driving up prices via,1
31015,75967,Toronto  Canada,3-4-2020,Consumers are such a key to how the world economy weathers If history repeats there is a  morning after  that we should not lose sight of,3
31016,75968,"Calicut Beach, Calicut, Kerala",3-4-2020,During lock down in J amp K State Food Corporation of India is daily supplying 60 thousand bags of rice and wheat to the state govt valley has sufficient stock of 5 Lakh metric ton rice and wheat and has 2 5 Lakh food grains  ,2
31017,75969,Scotland,3-4-2020,Beware of fake websites selling products such as hand gels and offering cures or testing kits for Seek advice on consumer protection from or visit,2
31018,75970,,3-4-2020,"#RFID provides lululemon with a flexible #ecommerce fulfillment model, allowing the retailer to proactively manage inventory through this indefinite, dramatic drop in consumer demand due to the #coronavirus outbreak. https://t.co/G1eIIaBjkU",1
31019,75971,Downtown LA,3-4-2020,"""LA rental prices fall for the first time in a decade.""

#coronavirus #realestate #Investment 



https://t.co/1HniyhooOA",2
31020,75972,"Gurgaon, India",3-4-2020,"Here's my next one -- What are the 3 key principles in your crises communication strategy? Pls cite examples why these were put in place

@arwa_husain 

@SujitPatil

@madhavixjha

@maskachaska

@Kiran_Ray_C

@adgully 

@PRCAIndia 

 #TwitterChat #PublicRelations #Covid_19 https://t.co/StexD8WNlt",3
31021,75973,"Gurgaon, India",3-4-2020,"Here's my 4th one -- Is there a list of exceptional scenarios whr ur company overrides the brand &amp; communication guidelines? What are these scenarios?  

@arwa_husain

@SujitPatil

@madhavixjha

@maskachaska

@Kiran_Ray_C

@adgully

@PRCAIndia

 

 #TwitterChat #PublicRelations #Covid_19 https://t.co/r5odayLETO",2
31022,75974,"New York, NY",3-4-2020,"Canned meat? It's what's for dinner. Spam maker Hormel Foods Corp. was the best-performing consumer staples stock for March. Other processed food makers had a strong month too, according to data from @SPGMarketIntel: https://t.co/0tgm3z8H6o #coronavirus https://t.co/GJUAEpnvWr",4
31023,75975,"Montana, USA",3-4-2020,Great so gas prices have fallen and everyone has to stay home Stay healthy everyone Glad I live in the country already,4
31024,75976,"New Delhi,Hindustan",3-4-2020,"Good initiative by our PM to keep us motivated in fight with #coronavirus but we can only win this war by

1.complete lockdown

2.Helping poor with food&amp;all other basics amenities during lockdown&amp;Keeping basic necessities prices in check #Corona #ModiVideoMessage #India @PMOIndia https://t.co/H04eLOnsWz",1
31025,75977,Manchester/ Leicester,3-4-2020,"Since the lockdown I have left my house twice, once to go to the supermarket and once to go to my grandpas funeral. But no doubt every fucker still not taking it seriously will be outside this weekend because the weather is due to be nice ?????? #coronavirus https://t.co/kDp3m9YvC7",0
31026,75978,"Indianapolis, IN",3-4-2020,economist says are prepared for despite uncertainties Read more and listen,3
31027,75979,"Teesdale Park, Thornaby, UK",3-4-2020,DAILY EXPRESS - #'How can I feed my child?' Britons terrified as sick missed off #coronavirus priority lists https://t.co/dPgaFCu75k https://t.co/8tLJ6IEunD,0
31028,75980,"South Dakota, USA",3-4-2020,The WHO has been advocating for video game addiction to be classified as a mental illness but they took it back and said it's a healthy coping skill in isolation. Can we all agree the same rules apply to binge drinking and online shopping? #COVID2019 #QuarantineLife,3
31029,75981,"Upton, England",3-4-2020,Tomorrow marks the end of my two week #covid_19 quarantine and I plan to celebrate with a little supermarket shop ?(Planning my outfit like I've got a London trip with juliab1978 in the bag and not a hot date for https://t.co/zIck0tgSbO,4
31030,75982,,3-4-2020,Giving thanks for ALL the people on the front lines of 19 The janitorial housekeeping staffs at our hospitals the cafeteria workers the delivery drivers the mail carriers the grocery store workers all those minimum wage people most people look down on,4
